O*NET-SOC Code,Title,Workplace Example,Hot Technology,In Demand
11-2022.00,Sales Managers,Adobe ActionScript,N,N
11-2022.00,Sales Managers,Adobe Creative Cloud software,Y,N
11-2022.00,Sales Managers,Airtable,N,N
11-2022.00,Sales Managers,Apple Keynote,N,N
11-2022.00,Sales Managers,Avidian Technologies Prophet,N,N
11-2022.00,Sales Managers,Bentley MicroStation,Y,N
11-2022.00,Sales Managers,Blackbaud The Raiser's Edge,N,N
11-2022.00,Sales Managers,Contact management software,N,N
11-2022.00,Sales Managers,Database software,N,N
11-2022.00,Sales Managers,Delphi Discovery,N,N
11-2022.00,Sales Managers,Delphi Technology,N,N
11-2022.00,Sales Managers,Dropbox,N,N
11-2022.00,Sales Managers,Eclipse IDE,Y,N
11-2022.00,Sales Managers,Eden Sales Manager,N,N
11-2022.00,Sales Managers,Eko,N,N
11-2022.00,Sales Managers,Facebook,Y,N
11-2022.00,Sales Managers,FileMaker Pro,N,N
11-2022.00,Sales Managers,Geographic information system GIS software,N,N
11-2022.00,Sales Managers,Google Ads,N,N
11-2022.00,Sales Managers,Google Analytics,Y,N
11-2022.00,Sales Managers,Google Docs,Y,N
11-2022.00,Sales Managers,Google Drive,N,N
11-2022.00,Sales Managers,Google Meet,N,N
11-2022.00,Sales Managers,Google Sites,N,N
11-2022.00,Sales Managers,Google Slides,N,N
11-2022.00,Sales Managers,HEAT Software GoldMine,N,N
11-2022.00,Sales Managers,HubSpot software,Y,N
11-2022.00,Sales Managers,Human resource management software HRMS,N,N
11-2022.00,Sales Managers,Hypertext markup language HTML,Y,N
11-2022.00,Sales Managers,IBM Cognos Impromptu,N,N
11-2022.00,Sales Managers,IBM Notes,N,N
11-2022.00,Sales Managers,IBM Power Systems software,N,N
11-2022.00,Sales Managers,IBM SPSS Statistics,Y,N
11-2022.00,Sales Managers,Inventory software,N,N
11-2022.00,Sales Managers,LexisNexis,N,N
11-2022.00,Sales Managers,LinkedIn,N,N
11-2022.00,Sales Managers,LogMeIn GoToMeeting,N,N
11-2022.00,Sales Managers,Marketo Marketing Automation,Y,N
11-2022.00,Sales Managers,Maximizer Software Maximizer Enterprise,N,N
11-2022.00,Sales Managers,McAfee,N,N
11-2022.00,Sales Managers,Microsoft Access,Y,N
11-2022.00,Sales Managers,Microsoft Azure software,Y,N
11-2022.00,Sales Managers,Microsoft Dynamics,N,N
11-2022.00,Sales Managers,Microsoft Dynamics GP,N,N
11-2022.00,Sales Managers,Microsoft Excel,Y,Y
11-2022.00,Sales Managers,Microsoft Exchange,N,N
11-2022.00,Sales Managers,Microsoft Office software,Y,Y
11-2022.00,Sales Managers,Microsoft Outlook,Y,Y
11-2022.00,Sales Managers,Microsoft PowerPoint,Y,Y
11-2022.00,Sales Managers,Microsoft Project,Y,N
11-2022.00,Sales Managers,Microsoft Publisher,N,N
11-2022.00,Sales Managers,Microsoft SharePoint,Y,N
11-2022.00,Sales Managers,Microsoft SQL Server,Y,N
11-2022.00,Sales Managers,Microsoft Teams,Y,N
11-2022.00,Sales Managers,Microsoft Visio,Y,N
11-2022.00,Sales Managers,Microsoft Visual Basic,Y,N
11-2022.00,Sales Managers,Microsoft Visual Basic for Applications VBA,Y,N
11-2022.00,Sales Managers,Microsoft Windows,Y,N
11-2022.00,Sales Managers,Microsoft Word,Y,N
11-2022.00,Sales Managers,MicroStrategy,N,N
11-2022.00,Sales Managers,Minitab,N,N
11-2022.00,Sales Managers,NetSuite ERP,N,N
11-2022.00,Sales Managers,NetSuite NetCRM,N,N
11-2022.00,Sales Managers,NortonLifeLock cybersecurity software,N,N
11-2022.00,Sales Managers,Oracle Business Intelligence Enterprise Edition,N,N
11-2022.00,Sales Managers,Oracle Database,Y,N
11-2022.00,Sales Managers,Oracle E-Business Suite Financials,N,N
11-2022.00,Sales Managers,Oracle Eloqua,N,N
11-2022.00,Sales Managers,Oracle Fusion Applications,N,N
11-2022.00,Sales Managers,Oracle Hyperion,N,N
11-2022.00,Sales Managers,Oracle JD Edwards EnterpriseOne,N,N
11-2022.00,Sales Managers,Oracle PeopleSoft,Y,N
11-2022.00,Sales Managers,Oracle PeopleSoft Financials,N,N
11-2022.00,Sales Managers,Oracle Primavera Enterprise Project Portfolio Management,Y,N
11-2022.00,Sales Managers,Oracle Taleo,N,N
11-2022.00,Sales Managers,Poll Everywhere,N,N
11-2022.00,Sales Managers,Qlik Tech QlikView,N,N
11-2022.00,Sales Managers,R,Y,N
11-2022.00,Sales Managers,Sage 50 Accounting,N,N
11-2022.00,Sales Managers,Salesforce software,Y,Y
11-2022.00,Sales Managers,Salesforce.com Salesforce CRM,N,N
11-2022.00,Sales Managers,SAP Business Objects,N,N
11-2022.00,Sales Managers,SAP BusinessObjects Crystal Reports,N,N
11-2022.00,Sales Managers,SAP Crystal Reports,N,N
11-2022.00,Sales Managers,SAP software,Y,N
11-2022.00,Sales Managers,SAS,Y,N
11-2022.00,Sales Managers,Scheduling software,N,N
11-2022.00,Sales Managers,SmugMug Flickr,N,N
11-2022.00,Sales Managers,Social media sites,N,N
11-2022.00,Sales Managers,Software on Sailboats Desktop Sales Manager,N,N
11-2022.00,Sales Managers,Splunk Enterprise,Y,N
11-2022.00,Sales Managers,Structured query language SQL,Y,N
11-2022.00,Sales Managers,Tableau,Y,N
11-2022.00,Sales Managers,Tax software,N,N
11-2022.00,Sales Managers,Teradata Database,Y,N
11-2022.00,Sales Managers,Vanguard Software Vanguard Sales Manager,N,N
11-2022.00,Sales Managers,Web browser software,N,N
11-2022.00,Sales Managers,Workforce management software,N,N
11-2022.00,Sales Managers,Yardi software,Y,N
11-2022.00,Sales Managers,YouTube,N,N
11-2022.00,Sales Managers,Zoom,Y,N
11-2032.00,Public Relations Managers,Adobe Acrobat,Y,N
11-2032.00,Public Relations Managers,Adobe After Effects,Y,N
11-2032.00,Public Relations Managers,Adobe Creative Cloud software,Y,N
11-2032.00,Public Relations Managers,Adobe Distiller,N,N
11-2032.00,Public Relations Managers,Adobe Dreamweaver,N,N
11-2032.00,Public Relations Managers,Adobe Illustrator,Y,N
11-2032.00,Public Relations Managers,Adobe InDesign,Y,N
11-2032.00,Public Relations Managers,Adobe PageMaker,N,N
11-2032.00,Public Relations Managers,Adobe Photoshop,Y,N
11-2032.00,Public Relations Managers,Airtable,N,N
11-2032.00,Public Relations Managers,Apple Final Cut Pro,N,N
11-2032.00,Public Relations Managers,Apple iDVD,N,N
11-2032.00,Public Relations Managers,Apple iMovie,N,N
11-2032.00,Public Relations Managers,Blackbaud eTapestry,N,N
11-2032.00,Public Relations Managers,Blackbaud The Raiser's Edge,N,N
11-2032.00,Public Relations Managers,Canva,Y,N
11-2032.00,Public Relations Managers,Corel WordPerfect Office Suite,N,N
11-2032.00,Public Relations Managers,Drupal,N,N
11-2032.00,Public Relations Managers,Facebook,Y,N
11-2032.00,Public Relations Managers,FileMaker Pro,N,N
11-2032.00,Public Relations Managers,Flipgrid,N,N
11-2032.00,Public Relations Managers,Fund accounting software,N,N
11-2032.00,Public Relations Managers,Google Ads,N,N
11-2032.00,Public Relations Managers,Google Analytics,Y,N
11-2032.00,Public Relations Managers,Google Docs,Y,N
11-2032.00,Public Relations Managers,Google Drive,N,N
11-2032.00,Public Relations Managers,Google Gmail,N,N
11-2032.00,Public Relations Managers,Google Workspace software,Y,N
11-2032.00,Public Relations Managers,HubSpot software,Y,N
11-2032.00,Public Relations Managers,Human resource management software HRMS,N,N
11-2032.00,Public Relations Managers,Hypertext markup language HTML,Y,N
11-2032.00,Public Relations Managers,IBM Notes,N,N
11-2032.00,Public Relations Managers,LinkedIn,N,N
11-2032.00,Public Relations Managers,Marketo Marketing Automation,Y,N
11-2032.00,Public Relations Managers,Mentimeter,N,N
11-2032.00,Public Relations Managers,MicroFocus GroupWise,N,N
11-2032.00,Public Relations Managers,Microsoft Access,Y,N
11-2032.00,Public Relations Managers,Microsoft Dynamics,N,N
11-2032.00,Public Relations Managers,Microsoft Excel,Y,Y
11-2032.00,Public Relations Managers,Microsoft Office software,Y,Y
11-2032.00,Public Relations Managers,Microsoft Outlook,Y,N
11-2032.00,Public Relations Managers,Microsoft PowerPoint,Y,Y
11-2032.00,Public Relations Managers,Microsoft Project,Y,N
11-2032.00,Public Relations Managers,Microsoft Publisher,N,N
11-2032.00,Public Relations Managers,Microsoft SharePoint,Y,N
11-2032.00,Public Relations Managers,Microsoft Word,Y,N
11-2032.00,Public Relations Managers,MicroStrategy,N,N
11-2032.00,Public Relations Managers,MightyScout,N,N
11-2032.00,Public Relations Managers,Oracle Eloqua,N,N
11-2032.00,Public Relations Managers,Oracle PeopleSoft Financials,N,N
11-2032.00,Public Relations Managers,Oracle Siebel Server Sync,N,N
11-2032.00,Public Relations Managers,QuarkXPress,N,N
11-2032.00,Public Relations Managers,Salesforce software,Y,Y
11-2032.00,Public Relations Managers,Slack,Y,N
11-2032.00,Public Relations Managers,SmugMug Flickr,N,N
11-2032.00,Public Relations Managers,Social media sites,N,N
11-2032.00,Public Relations Managers,Teradata Database,Y,N
11-2032.00,Public Relations Managers,TikTok,Y,N
11-2032.00,Public Relations Managers,Web browser software,N,N
11-2032.00,Public Relations Managers,WeVideo,N,N
11-2032.00,Public Relations Managers,WordPress,Y,N
11-2032.00,Public Relations Managers,Yardi software,Y,N
11-2032.00,Public Relations Managers,YouTube,N,N
11-2032.00,Public Relations Managers,zkipster,N,N
11-2032.00,Public Relations Managers,Zoom,Y,N
11-2033.00,Fundraising Managers,Adobe Acrobat,Y,N
11-2033.00,Fundraising Managers,Adobe After Effects,Y,N
11-2033.00,Fundraising Managers,Adobe Creative Cloud software,Y,N
11-2033.00,Fundraising Managers,Adobe Distiller,N,N
11-2033.00,Fundraising Managers,Adobe Dreamweaver,N,N
11-2033.00,Fundraising Managers,Adobe Illustrator,Y,N
11-2033.00,Fundraising Managers,Adobe InDesign,Y,N
11-2033.00,Fundraising Managers,Adobe PageMaker,N,N
11-2033.00,Fundraising Managers,Adobe Photoshop,Y,N
11-2033.00,Fundraising Managers,Airtable,N,N
11-2033.00,Fundraising Managers,Apple Final Cut Pro,N,N
11-2033.00,Fundraising Managers,Apple iDVD,N,N
11-2033.00,Fundraising Managers,Apple iMovie,N,N
11-2033.00,Fundraising Managers,Blackbaud eTapestry,N,N
11-2033.00,Fundraising Managers,Blackbaud The Raiser's Edge,N,Y
11-2033.00,Fundraising Managers,Corel WordPerfect Office Suite,N,N
11-2033.00,Fundraising Managers,Drupal,N,N
11-2033.00,Fundraising Managers,Facebook,Y,N
11-2033.00,Fundraising Managers,FileMaker Pro,N,N
11-2033.00,Fundraising Managers,Flipgrid,N,N
11-2033.00,Fundraising Managers,Fund accounting software,N,N
11-2033.00,Fundraising Managers,Google Ads,N,N
11-2033.00,Fundraising Managers,Google Analytics,Y,N
11-2033.00,Fundraising Managers,Google Docs,Y,N
11-2033.00,Fundraising Managers,Google Drive,N,N
11-2033.00,Fundraising Managers,Google Gmail,N,N
11-2033.00,Fundraising Managers,HubSpot software,Y,N
11-2033.00,Fundraising Managers,Human resource management software HRMS,N,N
11-2033.00,Fundraising Managers,Hypertext markup language HTML,Y,N
11-2033.00,Fundraising Managers,IBM Notes,N,N
11-2033.00,Fundraising Managers,LinkedIn,N,N
11-2033.00,Fundraising Managers,Marketo Marketing Automation,Y,N
11-2033.00,Fundraising Managers,Mentimeter,N,N
11-2033.00,Fundraising Managers,MicroFocus GroupWise,N,N
11-2033.00,Fundraising Managers,Microsoft Access,Y,N
11-2033.00,Fundraising Managers,Microsoft Dynamics,N,N
11-2033.00,Fundraising Managers,Microsoft Excel,Y,Y
11-2033.00,Fundraising Managers,Microsoft Office software,Y,Y
11-2033.00,Fundraising Managers,Microsoft Outlook,Y,Y
11-2033.00,Fundraising Managers,Microsoft PowerPoint,Y,Y
11-2033.00,Fundraising Managers,Microsoft Project,Y,N
11-2033.00,Fundraising Managers,Microsoft Publisher,N,N
11-2033.00,Fundraising Managers,Microsoft SharePoint,Y,N
11-2033.00,Fundraising Managers,Microsoft Word,Y,Y
11-2033.00,Fundraising Managers,MicroStrategy,N,N
11-2033.00,Fundraising Managers,MightyScout,N,N
11-2033.00,Fundraising Managers,Oracle Eloqua,N,N
11-2033.00,Fundraising Managers,Oracle PeopleSoft Financials,N,N
11-2033.00,Fundraising Managers,Oracle Siebel Server Sync,N,N
11-2033.00,Fundraising Managers,QuarkXPress,N,N
11-2033.00,Fundraising Managers,Salesforce software,Y,Y
11-2033.00,Fundraising Managers,Slack,Y,N
11-2033.00,Fundraising Managers,SmugMug Flickr,N,N
11-2033.00,Fundraising Managers,Social media sites,N,N
11-2033.00,Fundraising Managers,Teradata Database,Y,N
11-2033.00,Fundraising Managers,Web browser software,N,N
11-2033.00,Fundraising Managers,WeVideo,N,N
11-2033.00,Fundraising Managers,Yardi software,Y,N
11-2033.00,Fundraising Managers,YouTube,N,N
11-2033.00,Fundraising Managers,zkipster,N,N
11-3012.00,Administrative Services Managers,Adobe Acrobat,Y,N
11-3012.00,Administrative Services Managers,Adobe PageMaker,N,N
11-3012.00,Administrative Services Managers,ADP Enterprise HR,N,N
11-3012.00,Administrative Services Managers,ADP Workforce Now,N,N
11-3012.00,Administrative Services Managers,Atlassian JIRA,Y,N
11-3012.00,Administrative Services Managers,Autodesk AutoCAD,Y,N
11-3012.00,Administrative Services Managers,Blackbaud The Raiser's Edge,N,N
11-3012.00,Administrative Services Managers,Database software,N,N
11-3012.00,Administrative Services Managers,Delphi Technology,N,N
11-3012.00,Administrative Services Managers,Email software,N,N
11-3012.00,Administrative Services Managers,FileMaker Pro,N,N
11-3012.00,Administrative Services Managers,Fund accounting software,N,N
11-3012.00,Administrative Services Managers,Google Docs,Y,N
11-3012.00,Administrative Services Managers,Google Drive,N,N
11-3012.00,Administrative Services Managers,GroupMe,N,N
11-3012.00,Administrative Services Managers,Human resource management software HRMS,N,N
11-3012.00,Administrative Services Managers,IBM Notes,N,N
11-3012.00,Administrative Services Managers,IBM Power Systems software,N,N
11-3012.00,Administrative Services Managers,IBM SPSS Statistics,Y,N
11-3012.00,Administrative Services Managers,Intuit QuickBooks,Y,N
11-3012.00,Administrative Services Managers,LexisNexis,N,N
11-3012.00,Administrative Services Managers,LinkedIn,N,N
11-3012.00,Administrative Services Managers,Medical procedure coding software,N,N
11-3012.00,Administrative Services Managers,MicroFocus GroupWise,N,N
11-3012.00,Administrative Services Managers,Microsoft Access,Y,N
11-3012.00,Administrative Services Managers,Microsoft Dynamics,N,N
11-3012.00,Administrative Services Managers,Microsoft Dynamics GP,N,N
11-3012.00,Administrative Services Managers,Microsoft Excel,Y,Y
11-3012.00,Administrative Services Managers,Microsoft Internet Explorer,N,N
11-3012.00,Administrative Services Managers,Microsoft Office software,Y,Y
11-3012.00,Administrative Services Managers,Microsoft Outlook,Y,Y
11-3012.00,Administrative Services Managers,Microsoft PowerPoint,Y,Y
11-3012.00,Administrative Services Managers,Microsoft Project,Y,N
11-3012.00,Administrative Services Managers,Microsoft Publisher,N,N
11-3012.00,Administrative Services Managers,Microsoft SharePoint,Y,N
11-3012.00,Administrative Services Managers,Microsoft Visio,Y,N
11-3012.00,Administrative Services Managers,Microsoft Windows XP,N,N
11-3012.00,Administrative Services Managers,Microsoft Word,Y,Y
11-3012.00,Administrative Services Managers,Minitab,N,N
11-3012.00,Administrative Services Managers,Oracle Hyperion,N,N
11-3012.00,Administrative Services Managers,Oracle PeopleSoft,Y,N
11-3012.00,Administrative Services Managers,Oracle PeopleSoft Financials,N,N
11-3012.00,Administrative Services Managers,Oracle Primavera Enterprise Project Portfolio Management,Y,N
11-3012.00,Administrative Services Managers,PracticeWorks Systems Kodak WINOMS CS,N,N
11-3012.00,Administrative Services Managers,R,Y,N
11-3012.00,Administrative Services Managers,Sage 300 Construction and Real Estate,N,N
11-3012.00,Administrative Services Managers,Sage 50 Accounting,N,N
11-3012.00,Administrative Services Managers,Sage MAS 200 ERP,N,N
11-3012.00,Administrative Services Managers,SAP Business Objects,N,N
11-3012.00,Administrative Services Managers,SAP BusinessObjects Crystal Reports,N,N
11-3012.00,Administrative Services Managers,SAP software,Y,N
11-3012.00,Administrative Services Managers,SAS,Y,N
11-3012.00,Administrative Services Managers,Supervisory control and data acquisition SCADA software,N,N
11-3012.00,Administrative Services Managers,Teradata Database,Y,N
11-3012.00,Administrative Services Managers,Web browser software,N,N
11-3012.00,Administrative Services Managers,Yardi software,Y,N
11-3013.00,Facilities Managers,Adobe Acrobat,Y,N
11-3013.00,Facilities Managers,Adobe PageMaker,N,N
11-3013.00,Facilities Managers,ADP Enterprise HR,N,N
11-3013.00,Facilities Managers,ADP Workforce Now,N,N
11-3013.00,Facilities Managers,Autodesk AutoCAD,Y,N
11-3013.00,Facilities Managers,Autodesk Revit,Y,N
11-3013.00,Facilities Managers,Blackbaud The Raiser's Edge,N,N
11-3013.00,Facilities Managers,Delphi Technology,N,N
11-3013.00,Facilities Managers,Email software,N,N
11-3013.00,Facilities Managers,FileMaker Pro,N,N
11-3013.00,Facilities Managers,Fund accounting software,N,N
11-3013.00,Facilities Managers,Google Docs,Y,N
11-3013.00,Facilities Managers,Google Drive,N,N
11-3013.00,Facilities Managers,Google Workspace software,Y,N
11-3013.00,Facilities Managers,GroupMe,N,N
11-3013.00,Facilities Managers,Human resource management software HRMS,N,N
11-3013.00,Facilities Managers,IBM Maximo Asset Management,N,N
11-3013.00,Facilities Managers,IBM Notes,N,N
11-3013.00,Facilities Managers,IBM Power Systems software,N,N
11-3013.00,Facilities Managers,Intuit QuickBooks,Y,N
11-3013.00,Facilities Managers,MicroFocus GroupWise,N,N
11-3013.00,Facilities Managers,Microsoft Access,Y,N
11-3013.00,Facilities Managers,Microsoft Dynamics,N,N
11-3013.00,Facilities Managers,Microsoft Dynamics GP,N,N
