O*NET-SOC Code,Title,Element Name,Data Value
11-9179.01,Fitness and Wellness Coordinators,Science,1.75
11-9179.02,Spa Managers,Speaking,4.0
11-9179.02,Spa Managers,Monitoring,4.0
11-9179.02,Spa Managers,Active Listening,3.88
11-9179.02,Spa Managers,Critical Thinking,3.88
11-9179.02,Spa Managers,Active Learning,3.62
11-9179.02,Spa Managers,Reading Comprehension,3.38
11-9179.02,Spa Managers,Learning Strategies,3.38
11-9179.02,Spa Managers,Writing,3.0
11-9179.02,Spa Managers,Mathematics,3.0
11-9179.02,Spa Managers,Science,1.0
11-9199.01,Regulatory Affairs Managers,Writing,4.25
11-9199.01,Regulatory Affairs Managers,Reading Comprehension,4.12
11-9199.01,Regulatory Affairs Managers,Active Listening,4.0
11-9199.01,Regulatory Affairs Managers,Speaking,4.0
11-9199.01,Regulatory Affairs Managers,Critical Thinking,3.88
11-9199.01,Regulatory Affairs Managers,Monitoring,3.62
11-9199.01,Regulatory Affairs Managers,Active Learning,3.5
11-9199.01,Regulatory Affairs Managers,Learning Strategies,3.0
11-9199.01,Regulatory Affairs Managers,Mathematics,2.38
11-9199.01,Regulatory Affairs Managers,Science,2.38
11-9199.02,Compliance Managers,Reading Comprehension,4.0
11-9199.02,Compliance Managers,Critical Thinking,4.0
11-9199.02,Compliance Managers,Active Listening,3.88
11-9199.02,Compliance Managers,Writing,3.88
11-9199.02,Compliance Managers,Speaking,3.88
11-9199.02,Compliance Managers,Active Learning,3.75
11-9199.02,Compliance Managers,Monitoring,3.75
11-9199.02,Compliance Managers,Learning Strategies,3.25
11-9199.02,Compliance Managers,Mathematics,2.12
11-9199.02,Compliance Managers,Science,1.38
11-9199.08,Loss Prevention Managers,Reading Comprehension,4.0
11-9199.08,Loss Prevention Managers,Active Listening,4.0
11-9199.08,Loss Prevention Managers,Speaking,4.0
11-9199.08,Loss Prevention Managers,Critical Thinking,3.88
11-9199.08,Loss Prevention Managers,Monitoring,3.88
11-9199.08,Loss Prevention Managers,Writing,3.75
11-9199.08,Loss Prevention Managers,Active Learning,3.75
11-9199.08,Loss Prevention Managers,Learning Strategies,3.25
11-9199.08,Loss Prevention Managers,Mathematics,2.75
11-9199.08,Loss Prevention Managers,Science,1.0
11-9199.09,Wind Energy Operations Managers,Active Listening,4.0
11-9199.09,Wind Energy Operations Managers,Reading Comprehension,3.88
11-9199.09,Wind Energy Operations Managers,Speaking,3.88
11-9199.09,Wind Energy Operations Managers,Critical Thinking,3.88
11-9199.09,Wind Energy Operations Managers,Monitoring,3.88
11-9199.09,Wind Energy Operations Managers,Writing,3.75
11-9199.09,Wind Energy Operations Managers,Mathematics,3.0
11-9199.09,Wind Energy Operations Managers,Active Learning,3.0
11-9199.09,Wind Energy Operations Managers,Learning Strategies,3.0
11-9199.09,Wind Energy Operations Managers,Science,2.0
11-9199.10,Wind Energy Development Managers,Critical Thinking,4.0
11-9199.10,Wind Energy Development Managers,Reading Comprehension,3.88
11-9199.10,Wind Energy Development Managers,Writing,3.88
11-9199.10,Wind Energy Development Managers,Speaking,3.88
11-9199.10,Wind Energy Development Managers,Active Listening,3.75
11-9199.10,Wind Energy Development Managers,Monitoring,3.5
11-9199.10,Wind Energy Development Managers,Active Learning,3.38
11-9199.10,Wind Energy Development Managers,Mathematics,3.0
11-9199.10,Wind Energy Development Managers,Learning Strategies,2.75
11-9199.10,Wind Energy Development Managers,Science,1.75
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Reading Comprehension,4.0
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Speaking,4.0
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Critical Thinking,4.0
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Monitoring,4.0
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Active Listening,3.88
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Writing,3.88
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Mathematics,3.62
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Active Learning,3.25
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Science,3.0
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Learning Strategies,3.0
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Reading Comprehension,4.0
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Active Listening,4.0
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Speaking,4.0
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Critical Thinking,3.75
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Writing,3.62
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Active Learning,3.5
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Monitoring,2.88
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Learning Strategies,2.62
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Mathematics,2.12
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Science,1.62
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Active Listening,3.88
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Critical Thinking,3.88
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Speaking,3.75
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Reading Comprehension,3.5
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Writing,3.25
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Monitoring,3.12
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Active Learning,3.0
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Mathematics,2.88
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Learning Strategies,2.5
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Science,1.5
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Critical Thinking,4.0
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Active Listening,3.88
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Speaking,3.88
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Reading Comprehension,3.62
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Active Learning,3.38
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Monitoring,3.38
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Writing,3.12
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Mathematics,3.12
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Learning Strategies,2.88
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Science,1.25
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Reading Comprehension,4.12
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Active Listening,4.0
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Writing,4.0
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Speaking,4.0
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Critical Thinking,3.88
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Active Learning,3.88
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Monitoring,3.75
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Mathematics,3.0
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Learning Strategies,3.0
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Science,1.12
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Reading Comprehension,4.12
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Active Listening,4.0
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Critical Thinking,4.0
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Speaking,3.88
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Writing,3.62
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Monitoring,3.38
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Active Learning,3.25
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Mathematics,2.88
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Learning Strategies,2.5
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Science,1.38
13-1032.00,"Insurance Appraisers, Auto Damage",Writing,3.75
13-1032.00,"Insurance Appraisers, Auto Damage",Speaking,3.75
13-1032.00,"Insurance Appraisers, Auto Damage",Reading Comprehension,3.5
13-1032.00,"Insurance Appraisers, Auto Damage",Active Listening,3.5
13-1032.00,"Insurance Appraisers, Auto Damage",Critical Thinking,3.38
13-1032.00,"Insurance Appraisers, Auto Damage",Active Learning,2.88
13-1032.00,"Insurance Appraisers, Auto Damage",Mathematics,2.62
13-1032.00,"Insurance Appraisers, Auto Damage",Monitoring,2.5
13-1032.00,"Insurance Appraisers, Auto Damage",Learning Strategies,2.12
13-1032.00,"Insurance Appraisers, Auto Damage",Science,1.12
13-1041.00,Compliance Officers,Reading Comprehension,4.0
13-1041.00,Compliance Officers,Speaking,3.88
13-1041.00,Compliance Officers,Active Listening,3.75
13-1041.00,Compliance Officers,Writing,3.75
13-1041.00,Compliance Officers,Critical Thinking,3.5
13-1041.00,Compliance Officers,Monitoring,3.38
13-1041.00,Compliance Officers,Active Learning,3.0
13-1041.00,Compliance Officers,Learning Strategies,2.88
13-1041.00,Compliance Officers,Mathematics,2.12
13-1041.00,Compliance Officers,Science,1.0
13-1041.01,Environmental Compliance Inspectors,Reading Comprehension,4.0
13-1041.01,Environmental Compliance Inspectors,Critical Thinking,4.0
13-1041.01,Environmental Compliance Inspectors,Active Listening,3.88
13-1041.01,Environmental Compliance Inspectors,Writing,3.88
13-1041.01,Environmental Compliance Inspectors,Speaking,3.88
13-1041.01,Environmental Compliance Inspectors,Active Learning,3.75
13-1041.01,Environmental Compliance Inspectors,Monitoring,3.75
13-1041.01,Environmental Compliance Inspectors,Mathematics,3.0
13-1041.01,Environmental Compliance Inspectors,Science,3.0
13-1041.01,Environmental Compliance Inspectors,Learning Strategies,3.0
13-1041.03,Equal Opportunity Representatives and Officers,Active Listening,4.25
13-1041.03,Equal Opportunity Representatives and Officers,Reading Comprehension,4.12
13-1041.03,Equal Opportunity Representatives and Officers,Speaking,4.0
13-1041.03,Equal Opportunity Representatives and Officers,Critical Thinking,4.0
13-1041.03,Equal Opportunity Representatives and Officers,Writing,3.88
13-1041.03,Equal Opportunity Representatives and Officers,Active Learning,3.75
13-1041.03,Equal Opportunity Representatives and Officers,Monitoring,3.38
13-1041.03,Equal Opportunity Representatives and Officers,Learning Strategies,3.0
13-1041.03,Equal Opportunity Representatives and Officers,Mathematics,2.5
13-1041.03,Equal Opportunity Representatives and Officers,Science,1.62
13-1041.04,Government Property Inspectors and Investigators,Active Listening,4.12
13-1041.04,Government Property Inspectors and Investigators,Reading Comprehension,4.0
13-1041.04,Government Property Inspectors and Investigators,Writing,4.0
13-1041.04,Government Property Inspectors and Investigators,Speaking,4.0
13-1041.04,Government Property Inspectors and Investigators,Critical Thinking,4.0
13-1041.04,Government Property Inspectors and Investigators,Active Learning,3.5
13-1041.04,Government Property Inspectors and Investigators,Monitoring,3.38
13-1041.04,Government Property Inspectors and Investigators,Learning Strategies,3.0
13-1041.04,Government Property Inspectors and Investigators,Mathematics,2.88
13-1041.04,Government Property Inspectors and Investigators,Science,1.88
13-1041.06,Coroners,Speaking,4.12
13-1041.06,Coroners,Critical Thinking,4.12
13-1041.06,Coroners,Reading Comprehension,4.0
13-1041.06,Coroners,Active Listening,3.88
13-1041.06,Coroners,Writing,3.62
13-1041.06,Coroners,Active Learning,3.38
13-1041.06,Coroners,Science,3.25
13-1041.06,Coroners,Monitoring,3.25
13-1041.06,Coroners,Learning Strategies,3.12
13-1041.06,Coroners,Mathematics,2.62
13-1041.07,Regulatory Affairs Specialists,Reading Comprehension,4.0
13-1041.07,Regulatory Affairs Specialists,Active Listening,4.0
13-1041.07,Regulatory Affairs Specialists,Writing,4.0
13-1041.07,Regulatory Affairs Specialists,Speaking,4.0
13-1041.07,Regulatory Affairs Specialists,Critical Thinking,4.0
13-1041.07,Regulatory Affairs Specialists,Active Learning,3.75
13-1041.07,Regulatory Affairs Specialists,Monitoring,3.25
13-1041.07,Regulatory Affairs Specialists,Learning Strategies,3.0
13-1041.07,Regulatory Affairs Specialists,Mathematics,2.88
13-1041.07,Regulatory Affairs Specialists,Science,1.38
13-1041.08,Customs Brokers,Reading Comprehension,4.0
13-1041.08,Customs Brokers,Active Listening,4.0
13-1041.08,Customs Brokers,Speaking,3.88
13-1041.08,Customs Brokers,Writing,3.75
13-1041.08,Customs Brokers,Critical Thinking,3.75
13-1041.08,Customs Brokers,Active Learning,3.25
13-1041.08,Customs Brokers,Monitoring,3.12
13-1041.08,Customs Brokers,Learning Strategies,3.0
13-1041.08,Customs Brokers,Mathematics,2.88
13-1041.08,Customs Brokers,Science,1.12
13-1051.00,Cost Estimators,Reading Comprehension,4.0
13-1051.00,Cost Estimators,Mathematics,4.0
13-1051.00,Cost Estimators,Speaking,3.88
13-1051.00,Cost Estimators,Active Listening,3.75
13-1051.00,Cost Estimators,Critical Thinking,3.75
13-1051.00,Cost Estimators,Writing,3.5
13-1051.00,Cost Estimators,Active Learning,3.25
13-1051.00,Cost Estimators,Monitoring,3.0
13-1051.00,Cost Estimators,Learning Strategies,2.88
13-1051.00,Cost Estimators,Science,1.38
13-1071.00,Human Resources Specialists,Speaking,4.12
13-1071.00,Human Resources Specialists,Reading Comprehension,4.0
13-1071.00,Human Resources Specialists,Active Listening,4.0
13-1071.00,Human Resources Specialists,Writing,3.88
13-1071.00,Human Resources Specialists,Critical Thinking,3.88
13-1071.00,Human Resources Specialists,Active Learning,3.25
13-1071.00,Human Resources Specialists,Learning Strategies,3.0
13-1071.00,Human Resources Specialists,Monitoring,3.0
13-1071.00,Human Resources Specialists,Mathematics,2.0
13-1071.00,Human Resources Specialists,Science,1.12
13-1074.00,Farm Labor Contractors,Speaking,3.38
13-1074.00,Farm Labor Contractors,Active Listening,3.12
13-1074.00,Farm Labor Contractors,Critical Thinking,3.0
13-1074.00,Farm Labor Contractors,Monitoring,3.0
13-1074.00,Farm Labor Contractors,Reading Comprehension,2.75
13-1074.00,Farm Labor Contractors,Writing,2.75
13-1074.00,Farm Labor Contractors,Active Learning,2.5
13-1074.00,Farm Labor Contractors,Learning Strategies,2.38
13-1074.00,Farm Labor Contractors,Mathematics,2.0
13-1074.00,Farm Labor Contractors,Science,1.12
13-1075.00,Labor Relations Specialists,Active Listening,4.38
13-1075.00,Labor Relations Specialists,Speaking,4.25
13-1075.00,Labor Relations Specialists,Reading Comprehension,4.0
13-1075.00,Labor Relations Specialists,Writing,4.0
13-1075.00,Labor Relations Specialists,Critical Thinking,4.0
13-1075.00,Labor Relations Specialists,Active Learning,3.5
